ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
-374.13,-413.75,-352.13,-352.13,-272.9,-272.9,-30.81,-272.9,-272.9,-431.35,-431.35,-233.28,-92.43,-211.28,-572.2,-211.28
-211.28,-193.67,-290.5,-352.13,96.83,-22.01,158.46,-211.28,-250.89,-101.24,-101.24,17.61,-123.24,-242.09,-321.31,-171.66
8.8,158.46,-211.28,-233.28,479.77,259.69,457.76,-171.66,-211.28,215.68,215.68,378.53,-193.67,-272.9,17.61,-92.43
66.02,356.53,-92.43,-70.43,567.8,528.19,655.83,-92.43,-101.24,506.18,528.19,607.42,-123.24,-180.46,316.91,8.8
48.42,338.92,0.0,17.61,567.8,647.03,677.84,39.61,17.61,647.03,669.04,669.04,8.8,-22.01,497.38,57.22
66.02,215.68,96.83,88.03,629.42,638.23,576.6,176.06,66.02,638.23,655.83,607.42,176.06,96.83,576.6,48.42
88.03,105.64,79.23,88.03,638.23,479.77,338.92,206.87,149.65,607.42,567.8,435.75,215.68,176.06,607.42,-13.2
48.42,39.61,-22.01,96.83,369.73,356.53,57.22,96.83,167.26,519.38,457.76,259.69,259.69,237.68,677.84,57.22
-30.81,-13.2,-52.82,79.23,66.02,176.06,-154.05,8.8,105.64,356.53,316.91,118.84,237.68,176.06,677.84,136.45
-193.67,-101.24,-193.67,0.0,-70.43,0.0,-453.36,-162.86,-22.01,105.64,105.64,-30.81,118.84,17.61,506.18,105.64
-330.12,-312.51,-413.75,-202.47,-264.09,-233.28,-752.67,-391.74,-202.47,-154.05,-154.05,-360.93,-13.2,-13.2,158.46,48.42
-550.2,-572.2,-673.44,-413.75,-682.24,-682.24,-1091.59,-611.82,-352.13,-462.16,-541.39,-761.47,-220.08,-101.24,-272.9,0.0
-770.27,-871.51,-871.51,-651.43,-1162.01,-1082.78,-1311.67,-814.29,-501.78,-761.47,-880.31,-1122.4,-422.55,-202.47,-770.27,-70.43
-911.12,-950.74,-950.74,-814.29,-1412.9,-1232.44,-1333.67,-990.35,-691.05,-990.35,-1113.6,-1294.06,-651.43,-470.97,-1082.78,-352.13
-831.9,-831.9,-972.75,-893.52,-1250.04,-1122.4,-1170.82,-1091.59,-831.9,-1060.78,-1162.01,-1250.04,-801.08,-704.25,-1201.63,-633.83
-651.43,-673.44,-911.12,-831.9,-893.52,-933.13,-911.12,-1012.36,-814.29,-933.13,-990.35,-1034.37,-831.9,-792.28,-1091.59,-673.44
-431.35,-510.58,-713.05,-713.05,-510.58,-673.44,-633.83,-814.29,-651.43,-642.63,-633.83,-752.67,-713.05,-713.05,-783.48,-532.59
-193.67,-374.13,-572.2,-633.83,-233.28,-413.75,-374.13,-691.05,-594.21,-330.12,-290.5,-510.58,-651.43,-691.05,-492.98,-492.98
-52.82,-330.12,-673.44,-730.66,-132.05,-250.89,-272.9,-814.29,-752.67,-110.04,-70.43,-431.35,-792.28,-831.9,-312.51,-673.44
-52.82,-453.36,-990.35,-933.13,-132.05,-211.28,-330.12,-1091.59,-990.35,-30.81,8.8,-413.75,-990.35,-1012.36,-193.67,-853.9
-154.05,-572.2,-1153.21,-990.35,-233.28,-193.67,-374.13,-1192.82,-1012.36,-52.82,-30.81,-352.13,-1012.36,-1012.36,-52.82,-831.9
-233.28,-532.59,-933.13,-792.28,-431.35,-110.04,-233.28,-950.74,-770.27,-132.05,-132.05,-250.89,-792.28,-853.9,-22.01,-691.05
-312.51,-391.74,-470.97,-470.97,-633.83,-30.81,-13.2,-453.36,-431.35,-211.28,-193.67,-92.43,-492.98,-611.82,-13.2,-532.59
-413.75,-352.13,-92.43,-233.28,-572.2,-30.81,57.22,-13.2,-193.67,-211.28,-154.05,17.61,-211.28,-413.75,-52.82,-391.74
-470.97,-431.35,-22.01,-154.05,-211.28,-52.82,39.61,118.84,-52.82,-92.43,-13.2,215.68,8.8,-233.28,8.8,-272.9
-453.36,-453.36,-92.43,-171.66,96.83,8.8,-22.01,57.22,-52.82,0.0,96.83,378.53,39.61,-171.66,118.84,-233.28
-374.13,-352.13,-233.28,-211.28,136.45,39.61,8.8,-70.43,-110.04,96.83,176.06,396.14,-22.01,-171.66,215.68,-312.51
-391.74,-330.12,-312.51,-233.28,-52.82,-22.01,-92.43,-233.28,-171.66,57.22,118.84,259.69,-52.82,-211.28,176.06,-374.13
-492.98,-492.98,-343.32,-233.28,-250.89,-162.86,-264.09,-303.71,-171.66,-13.2,0.0,105.64,-44.02,-171.66,105.64,-272.9
-633.83,-620.62,-400.54,-250.89,-343.32,-360.93,-422.55,-360.93,-171.66,-83.63,-44.02,17.61,-22.01,-101.24,48.42,-123.24
-633.83,-620.62,-541.39,-360.93,-422.55,-440.16,-484.17,-501.78,-281.7,-61.62,-61.62,-101.24,-123.24,-180.46,-13.2,-101.24
-594.21,-563.4,-743.86,-541.39,-462.16,-422.55,-541.39,-743.86,-501.78,0.0,-22.01,-264.09,-382.94,-382.94,-101.24,-220.08
-550.2,-492.98,-853.9,-660.23,-413.75,-352.13,-594.21,-911.12,-642.63,0.0,17.61,-374.13,-594.21,-550.2,-154.05,-290.5
-532.59,-523.79,-924.33,-581.01,-281.7,-343.32,-682.24,-941.93,-563.4,17.61,0.0,-523.79,-642.63,-523.79,-123.24,-242.09
-594.21,-603.01,-871.51,-492.98,-242.09,-492.98,-840.7,-853.9,-453.36,-123.24,-162.86,-713.05,-581.01,-382.94,-83.63,-123.24
-633.83,-783.48,-801.08,-440.16,-303.71,-721.86,-1082.78,-783.48,-422.55,-303.71,-343.32,-981.55,-563.4,-321.31,-101.24,-61.62
-594.21,-924.33,-743.86,-492.98,-391.74,-902.32,-1201.63,-783.48,-484.17,-391.74,-431.35,-1122.4,-620.62,-400.54,-140.85,-110.04
-550.2,-941.93,-752.67,-440.16,-501.78,-990.35,-1122.4,-831.9,-541.39,-462.16,-484.17,-1131.2,-783.48,-541.39,-281.7,-360.93
-470.97,-840.7,-911.12,-484.17,-642.63,-1043.17,-1003.56,-950.74,-563.4,-572.2,-563.4,-1113.6,-924.33,-642.63,-541.39,-642.63
-352.13,-673.44,-963.94,-510.58,-752.67,-972.75,-902.32,-1021.16,-523.79,-620.62,-660.23,-941.93,-880.31,-594.21,-814.29,-761.47
-171.66,-400.54,-792.28,-382.94,-682.24,-761.47,-682.24,-853.9,-360.93,-550.2,-603.01,-651.43,-603.01,-400.54,-902.32,-603.01
-52.82,-44.02,-492.98,-162.86,-523.79,-453.36,-400.54,-550.2,-162.86,-400.54,-484.17,-431.35,-400.54,-264.09,-783.48,-400.54
-13.2,167.26,-303.71,-132.05,-330.12,-202.47,-123.24,-382.94,-140.85,-272.9,-290.5,-303.71,-400.54,-321.31,-620.62,-391.74
8.8,286.1,-162.86,-123.24,-83.63,-13.2,66.02,-281.7,-242.09,-83.63,-44.02,-123.24,-462.16,-462.16,-382.94,-440.16
167.26,426.95,0.0,-52.82,105.64,299.31,369.73,-70.43,-233.28,246.49,268.5,158.46,-303.71,-343.32,0.0,-303.71
286.1,567.8,206.87,105.64,246.49,545.79,647.03,105.64,-22.01,545.79,545.79,409.35,-44.02,-44.02,246.49,-101.24
246.49,638.23,215.68,206.87,378.53,638.23,717.45,158.46,105.64,598.61,616.22,497.38,17.61,118.84,378.53,-52.82
149.65,629.42,66.02,189.27,589.81,726.26,748.27,48.42,167.26,528.19,589.81,607.42,26.41,189.27,466.57,-83.63
88.03,669.04,48.42,228.88,827.49,906.72,889.12,48.42,206.87,589.81,647.03,867.11,127.65,206.87,748.27,-22.01
66.02,708.65,206.87,356.53,748.27,928.73,968.34,268.5,316.91,567.8,607.42,968.34,325.72,308.11,809.89,66.02
-13.2,519.38,387.34,497.38,338.92,629.42,809.89,409.35,435.75,299.31,338.92,708.65,448.96,378.53,426.95,158.46
-193.67,215.68,299.31,479.77,-22.01,198.07,479.77,259.69,418.15,0.0,39.61,338.92,316.91,338.92,-92.43,96.83
-233.28,39.61,17.61,338.92,-22.01,39.61,356.53,8.8,299.31,-52.82,-22.01,237.68,96.83,215.68,-352.13,0.0
-70.43,118.84,-70.43,277.3,259.69,198.07,519.38,-92.43,259.69,17.61,79.23,356.53,0.0,158.46,-250.89,0.0
48.42,259.69,39.61,316.91,479.77,356.53,677.84,17.61,299.31,96.83,118.84,457.76,79.23,215.68,-132.05,118.84
105.64,338.92,259.69,316.91,479.77,378.53,677.84,215.68,316.91,39.61,39.61,435.75,176.06,259.69,-171.66,118.84
167.26,479.77,338.92,277.3,418.15,457.76,655.83,259.69,237.68,0.0,0.0,435.75,176.06,198.07,-233.28,-30.81
325.72,699.85,316.91,259.69,418.15,638.23,757.07,259.69,215.68,17.61,57.22,479.77,118.84,118.84,-154.05,-211.28
387.34,699.85,378.53,338.92,396.14,739.46,699.85,378.53,299.31,57.22,96.83,435.75,158.46,136.45,-30.81,-132.05
206.87,356.53,457.76,378.53,338.92,519.38,316.91,479.77,356.53,39.61,57.22,158.46,299.31,237.68,-22.01,96.83
-13.2,8.8,378.53,277.3,299.31,158.46,-110.04,378.53,259.69,39.61,57.22,-132.05,316.91,277.3,158.46,418.15
-110.04,-193.67,136.45,136.45,338.92,8.8,-330.12,158.46,96.83,136.45,158.46,-233.28,237.68,215.68,536.99,655.83
-70.43,-193.67,0.0,96.83,356.53,-13.2,-272.9,17.61,39.61,198.07,237.68,-132.05,176.06,118.84,968.34,889.12
-13.2,-171.66,96.83,158.46,158.46,-13.2,-154.05,118.84,118.84,96.83,136.45,-70.43,176.06,118.84,1038.77,937.53
-13.2,-171.66,299.31,277.3,-110.04,-132.05,-171.66,316.91,259.69,-44.02,-44.02,-171.66,158.46,105.64,765.87,765.87
26.41,-52.82,479.77,378.53,-312.51,-233.28,-171.66,497.38,378.53,-193.67,-211.28,-211.28,136.45,118.84,316.91,506.18
48.42,118.84,559.0,457.76,-264.09,-154.05,8.8,576.6,479.77,-162.86,-140.85,-13.2,277.3,246.49,-22.01,356.53
-13.2,237.68,457.76,418.15,-250.89,-70.43,96.83,457.76,435.75,-140.85,-101.24,136.45,396.14,325.72,-382.94,246.49
-171.66,136.45,237.68,286.1,-382.94,-92.43,39.61,228.88,308.11,-233.28,-233.28,57.22,325.72,316.91,-761.47,105.64
-233.28,17.61,127.65,206.87,-382.94,-162.86,-13.2,127.65,189.27,-374.13,-391.74,-30.81,206.87,325.72,-862.71,136.45
-92.43,118.84,215.68,286.1,-123.24,-22.01,105.64,246.49,268.5,-242.09,-264.09,88.03,246.49,466.57,-532.59,466.57
48.42,418.15,338.92,369.73,189.27,356.53,448.96,369.73,325.72,66.02,26.41,506.18,378.53,545.79,0.0,906.72
189.27,559.0,268.5,268.5,347.72,589.81,536.99,246.49,206.87,316.91,316.91,699.85,325.72,466.57,418.15,1157.61
167.26,396.14,39.61,105.64,347.72,479.77,277.3,17.61,66.02,435.75,457.76,519.38,228.88,418.15,589.81,1329.27
48.42,136.45,-52.82,96.83,356.53,259.69,8.8,-110.04,96.83,426.95,448.96,299.31,299.31,528.19,809.89,1606.57
-52.82,17.61,8.8,215.68,426.95,96.83,-92.43,-30.81,277.3,488.57,528.19,259.69,457.76,748.27,1148.81,1879.47
-211.28,39.61,96.83,299.31,378.53,0.0,-52.82,96.83,316.91,479.77,536.99,316.91,536.99,739.46,1386.49,1866.26
-250.89,39.61,136.45,277.3,176.06,-70.43,-30.81,198.07,215.68,347.72,448.96,259.69,418.15,506.18,1329.27,1465.72
-250.89,17.61,136.45,237.68,-30.81,-171.66,-52.82,176.06,136.45,118.84,176.06,39.61,176.06,237.68,999.15,919.93
-211.28,17.61,96.83,198.07,-250.89,-233.28,-70.43,79.23,136.45,-110.04,-132.05,-193.67,-13.2,96.83,567.8,466.57
-171.66,39.61,-13.2,57.22,-330.12,-272.9,-52.82,-70.43,57.22,-391.74,-431.35,-352.13,-193.67,57.22,118.84,176.06
-30.81,158.46,-171.66,-70.43,-233.28,-211.28,0.0,-250.89,-52.82,-532.59,-532.59,-233.28,-272.9,-22.01,-92.43,96.83
127.65,457.76,-154.05,-110.04,8.8,57.22,259.69,-250.89,-132.05,-431.35,-413.75,57.22,-193.67,-22.01,-193.67,176.06
228.88,739.46,39.61,8.8,136.45,497.38,576.6,-30.81,-13.2,-193.67,-211.28,396.14,8.8,57.22,-272.9,338.92
149.65,739.46,237.68,79.23,237.68,739.46,655.83,136.45,96.83,8.8,-13.2,519.38,176.06,215.68,-290.5,536.99
26.41,519.38,299.31,118.84,316.91,655.83,497.38,215.68,176.06,118.84,118.84,457.76,338.92,338.92,-171.66,717.45
8.8,316.91,338.92,158.46,378.53,479.77,316.91,277.3,237.68,259.69,277.3,457.76,457.76,356.53,136.45,858.3
8.8,277.3,479.77,299.31,356.53,338.92,259.69,396.14,299.31,316.91,338.92,536.99,559.0,316.91,655.83,937.53
-13.2,259.69,536.99,396.14,277.3,176.06,215.68,479.77,356.53,259.69,316.91,598.61,576.6,259.69,1135.6,875.91
-92.43,237.68,457.76,396.14,316.91,57.22,136.45,418.15,356.53,215.68,338.92,576.6,479.77,198.07,1518.54,677.84
-154.05,277.3,338.92,356.53,426.95,39.61,158.46,338.92,338.92,316.91,457.76,576.6,316.91,118.84,1756.22,299.31
-193.67,316.91,356.53,418.15,387.34,57.22,277.3,378.53,356.53,418.15,519.38,519.38,136.45,17.61,1738.62,-233.28
-250.89,237.68,435.75,497.38,105.64,-22.01,277.3,457.76,356.53,316.91,378.53,316.91,0.0,-70.43,1355.68,-911.12
-272.9,158.46,457.76,479.77,-140.85,-52.82,259.69,497.38,356.53,118.84,158.46,136.45,-13.2,-92.43,858.3,-1351.28
-110.04,338.92,479.77,378.53,-123.24,96.83,435.75,536.99,378.53,118.84,158.46,259.69,39.61,-22.01,559.0,-1373.29
127.65,739.46,545.79,338.92,158.46,576.6,858.3,647.03,396.14,277.3,277.3,598.61,237.68,158.46,479.77,-1100.39
308.11,977.15,616.22,316.91,567.8,919.93,1118.0,699.85,378.53,338.92,316.91,818.69,378.53,198.07,356.53,-871.51
308.11,977.15,647.03,338.92,717.45,1038.77,1095.99,686.64,338.92,277.3,259.69,836.3,426.95,176.06,136.45,-743.86
268.5,875.91,638.23,259.69,818.69,1016.76,977.15,655.83,259.69,259.69,277.3,858.3,497.38,198.07,0.0,-651.43
228.88,849.5,638.23,198.07,1056.38,1007.96,946.34,655.83,198.07,378.53,418.15,928.73,559.0,215.68,79.23,-532.59
189.27,717.45,647.03,158.46,1575.76,757.07,779.08,686.64,118.84,378.53,418.15,818.69,536.99,136.45,118.84,-510.58
48.42,426.95,545.79,39.61,1866.26,277.3,396.14,598.61,8.8,149.65,158.46,448.96,409.35,8.8,8.8,-563.4
-92.43,26.41,277.3,-101.24,1606.57,-220.08,-44.02,308.11,-154.05,-162.86,-140.85,26.41,167.26,-140.85,-30.81,-550.2
-312.51,-242.09,-13.2,-272.9,928.73,-572.2,-431.35,39.61,-272.9,-400.54,-374.13,-202.47,-22.01,-290.5,66.02,-501.78
-431.35,-413.75,-101.24,-272.9,259.69,-713.05,-633.83,-83.63,-250.89,-453.36,-431.35,-413.75,-211.28,-391.74,277.3,-603.01
-391.74,-343.32,-110.04,-154.05,-52.82,-603.01,-611.82,-110.04,-154.05,-330.12,-330.12,-484.17,-312.51,-431.35,338.92,-933.13
-193.67,-132.05,-154.05,-110.04,136.45,-374.13,-510.58,-193.67,-132.05,-193.67,-193.67,-431.35,-470.97,-453.36,158.46,-1333.67
-70.43,8.8,-360.93,-211.28,598.61,-233.28,-453.36,-422.55,-233.28,-154.05,-171.66,-431.35,-603.01,-413.75,-193.67,-1562.55
-110.04,8.8,-492.98,-312.51,928.73,-290.5,-550.2,-572.2,-330.12,-290.5,-352.13,-594.21,-673.44,-413.75,-752.67,-1610.97
-52.82,57.22,-303.71,-272.9,818.69,-250.89,-453.36,-400.54,-312.51,-391.74,-470.97,-691.05,-611.82,-413.75,-1153.21,-1461.32
206.87,396.14,17.61,-132.05,686.64,176.06,8.8,-30.81,-211.28,-250.89,-330.12,-470.97,-492.98,-431.35,-1192.82,-1333.67
506.18,739.46,338.92,-52.82,889.12,757.07,435.75,259.69,-171.66,8.8,-92.43,-132.05,-374.13,-431.35,-1034.37,-1210.43
488.57,717.45,435.75,-30.81,1245.64,897.92,576.6,418.15,-154.05,57.22,8.8,8.8,-211.28,-352.13,-871.51,-972.75
268.5,396.14,457.76,-22.01,1307.26,559.0,396.14,479.77,-30.81,0.0,-70.43,-13.2,8.8,-171.66,-770.27,-550.2
105.64,118.84,457.76,79.23,968.34,136.45,237.68,497.38,96.83,-13.2,-92.43,-13.2,136.45,8.8,-550.2,-233.28
48.42,8.8,356.53,136.45,519.38,-30.81,158.46,396.14,118.84,-13.2,-30.81,17.61,118.84,-30.81,-250.89,-330.12
26.41,-70.43,158.46,96.83,136.45,-132.05,96.83,215.68,17.61,-13.2,-30.81,39.61,-70.43,-233.28,-30.81,-893.52
-13.2,-70.43,57.22,79.23,-52.82,-211.28,57.22,118.84,-22.01,-92.43,-132.05,39.61,-312.51,-431.35,0.0,-1430.51
-110.04,-13.2,96.83,136.45,-154.05,-233.28,118.84,136.45,79.23,-233.28,-290.5,17.61,-453.36,-492.98,8.8,-1610.97
-233.28,-13.2,96.83,215.68,-193.67,-211.28,176.06,79.23,176.06,-413.75,-431.35,-22.01,-532.59,-453.36,-154.05,-1492.13
-290.5,-52.82,17.61,259.69,-250.89,-132.05,176.06,8.8,158.46,-453.36,-431.35,-13.2,-532.59,-352.13,-352.13,-1250.04
-171.66,-22.01,-13.2,215.68,-211.28,39.61,215.68,-52.82,79.23,-290.5,-250.89,96.83,-352.13,-171.66,-532.59,-893.52
-13.2,158.46,-13.2,136.45,-22.01,356.53,338.92,8.8,96.83,-22.01,0.0,435.75,-52.82,39.61,-594.21,-352.13
149.65,277.3,39.61,136.45,167.26,629.42,457.76,96.83,176.06,259.69,259.69,677.84,136.45,277.3,-550.2,136.45
206.87,316.91,198.07,237.68,198.07,779.08,519.38,259.69,277.3,435.75,396.14,717.45,299.31,457.76,-470.97,536.99
-13.2,96.83,66.02,215.68,-990.35,158.46,-92.43,17.61,259.69,118.84,88.03,-83.63,88.03,8.8,506.18,-343.32
8.8,17.61,0.0,198.07,-924.33,96.83,-154.05,8.8,259.69,57.22,0.0,-92.43,228.88,149.65,8.8,-220.08
8.8,-22.01,26.41,215.68,-862.71,48.42,-123.24,26.41,286.1,-13.2,-22.01,-13.2,448.96,356.53,-360.93,8.8
-13.2,-101.24,105.64,308.11,-814.29,17.61,-132.05,167.26,396.14,-70.43,-193.67,26.41,647.03,559.0,-572.2,497.38
-70.43,-140.85,189.27,338.92,-620.62,-44.02,-123.24,246.49,448.96,-140.85,-220.08,215.68,787.88,717.45,-440.16,968.34
-92.43,-132.05,158.46,277.3,-303.71,-13.2,-22.01,237.68,396.14,-70.43,-132.05,435.75,765.87,708.65,-61.62,1148.81
-52.82,0.0,105.64,259.69,-70.43,79.23,198.07,189.27,338.92,96.83,66.02,629.42,607.42,528.19,268.5,968.34
26.41,158.46,96.83,259.69,8.8,259.69,356.53,158.46,299.31,299.31,277.3,638.23,448.96,347.72,506.18,647.03
105.64,237.68,215.68,268.5,57.22,378.53,338.92,246.49,268.5,435.75,457.76,559.0,418.15,259.69,748.27,448.96
127.65,299.31,338.92,259.69,127.65,435.75,316.91,338.92,215.68,435.75,519.38,457.76,426.95,228.88,1038.77,378.53
105.64,396.14,378.53,268.5,127.65,435.75,356.53,338.92,167.26,338.92,435.75,338.92,325.72,149.65,1206.03,246.49
88.03,479.77,158.46,198.07,8.8,378.53,338.92,96.83,57.22,215.68,259.69,176.06,39.61,-30.81,977.15,-52.82
105.64,559.0,-70.43,96.83,-61.62,356.53,277.3,-154.05,-13.2,136.45,158.46,96.83,-180.46,-193.67,598.61,-330.12
246.49,677.84,-110.04,96.83,-92.43,457.76,378.53,-171.66,8.8,198.07,198.07,259.69,-171.66,-110.04,259.69,-272.9
426.95,875.91,198.07,259.69,-70.43,598.61,616.22,136.45,176.06,277.3,277.3,479.77,96.83,79.23,39.61,-22.01
545.79,937.53,638.23,536.99,-110.04,638.23,757.07,598.61,457.76,299.31,259.69,479.77,435.75,356.53,-171.66,299.31
506.18,818.69,739.46,699.85,-193.67,479.77,655.83,757.07,598.61,237.68,136.45,299.31,536.99,497.38,-391.74,479.77
387.34,616.22,457.76,598.61,-211.28,215.68,396.14,497.38,479.77,136.45,39.61,118.84,378.53,497.38,-492.98,616.22
308.11,435.75,96.83,338.92,-193.67,0.0,158.46,79.23,237.68,17.61,-22.01,57.22,158.46,356.53,-470.97,739.46
206.87,259.69,-110.04,39.61,-290.5,-110.04,-22.01,-193.67,0.0,-70.43,-92.43,0.0,-22.01,176.06,-431.35,796.68
105.64,0.0,-290.5,-154.05,-492.98,-211.28,-171.66,-374.13,-171.66,-233.28,-233.28,-110.04,-154.05,-22.01,-413.75,655.83
8.8,-211.28,-532.59,-330.12,-651.43,-290.5,-374.13,-550.2,-374.13,-352.13,-352.13,-330.12,-413.75,-211.28,-330.12,356.53
-92.43,-352.13,-651.43,-453.36,-691.05,-352.13,-453.36,-691.05,-492.98,-391.74,-391.74,-470.97,-611.82,-453.36,-171.66,17.61
-193.67,-374.13,-532.59,-391.74,-651.43,-374.13,-413.75,-611.82,-391.74,-352.13,-330.12,-453.36,-611.82,-550.2,8.8,-132.05
-250.89,-312.51,-233.28,-233.28,-633.83,-312.51,-290.5,-312.51,-211.28,-233.28,-171.66,-330.12,-391.74,-431.35,57.22,-154.05
-193.67,-193.67,-92.43,-132.05,-572.2,-154.05,-132.05,-110.04,-171.66,-52.82,0.0,-132.05,-211.28,-330.12,39.61,-154.05
-52.82,-70.43,-233.28,-233.28,-413.75,8.8,-70.43,-171.66,-272.9,39.61,136.45,-22.01,-132.05,-352.13,-52.82,-154.05
8.8,-70.43,-374.13,-352.13,-290.5,-22.01,-92.43,-290.5,-330.12,57.22,136.45,136.45,-52.82,-312.51,-211.28,-13.2
-52.82,-30.81,-193.67,-211.28,-272.9,0.0,-92.43,-110.04,-154.05,17.61,79.23,338.92,176.06,-70.43,-281.7,308.11
-30.81,136.45,198.07,79.23,-250.89,158.46,79.23,277.3,79.23,0.0,39.61,536.99,519.38,198.07,-290.5,638.23
88.03,409.35,519.38,316.91,-110.04,396.14,396.14,598.61,259.69,26.41,66.02,686.64,638.23,338.92,-242.09,647.03
286.1,506.18,479.77,299.31,17.61,479.77,536.99,497.38,259.69,105.64,105.64,655.83,497.38,237.68,-202.47,387.34
409.35,387.34,259.69,228.88,118.84,387.34,396.14,308.11,215.68,228.88,189.27,589.81,338.92,198.07,-52.82,316.91
488.57,316.91,198.07,286.1,149.65,286.1,198.07,189.27,277.3,338.92,299.31,506.18,316.91,316.91,57.22,545.79
426.95,316.91,158.46,308.11,136.45,206.87,57.22,88.03,215.68,396.14,356.53,387.34,277.3,286.1,308.11,638.23
325.72,277.3,8.8,149.65,96.83,149.65,0.0,-101.24,-22.01,356.53,338.92,149.65,17.61,8.8,528.19,338.92
286.1,136.45,-193.67,-44.02,26.41,88.03,8.8,-321.31,-211.28,299.31,316.91,0.0,-250.89,-312.51,677.84,-22.01
325.72,48.42,-233.28,-83.63,-92.43,88.03,0.0,-303.71,-233.28,228.88,228.88,-101.24,-272.9,-374.13,699.85,-171.66
369.73,88.03,-92.43,8.8,-272.9,118.84,57.22,-110.04,-52.82,206.87,167.26,-52.82,-52.82,-211.28,528.19,-22.01
325.72,189.27,17.61,57.22,-330.12,158.46,158.46,39.61,39.61,286.1,286.1,167.26,215.68,-22.01,448.96,105.64
228.88,215.68,57.22,96.83,-272.9,237.68,277.3,96.83,118.84,497.38,536.99,519.38,435.75,176.06,598.61,299.31
206.87,136.45,57.22,176.06,-193.67,338.92,356.53,79.23,158.46,717.45,818.69,818.69,616.22,356.53,849.5,567.8
167.26,17.61,0.0,215.68,-250.89,299.31,316.91,57.22,198.07,739.46,836.3,796.68,655.83,519.38,875.91,779.08
189.27,-30.81,8.8,237.68,-391.74,136.45,176.06,79.23,237.68,598.61,655.83,576.6,536.99,559.0,677.84,779.08
189.27,-132.05,-22.01,136.45,-470.97,-22.01,39.61,39.61,158.46,396.14,457.76,316.91,338.92,435.75,479.77,598.61
167.26,-233.28,-70.43,-13.2,-510.58,-70.43,-13.2,-70.43,-30.81,259.69,316.91,118.84,96.83,136.45,396.14,299.31
167.26,-290.5,-272.9,-211.28,-550.2,-110.04,-70.43,-290.5,-250.89,237.68,277.3,0.0,-70.43,-110.04,396.14,-22.01
149.65,-290.5,-391.74,-250.89,-572.2,-132.05,-154.05,-352.13,-290.5,259.69,277.3,-30.81,-171.66,-250.89,378.53,-132.05
66.02,-290.5,-312.51,-211.28,-492.98,-132.05,-211.28,-211.28,-211.28,259.69,277.3,-70.43,-92.43,-250.89,316.91,-132.05
-13.2,-352.13,-92.43,-193.67,-290.5,-52.82,-211.28,-30.81,-171.66,316.91,338.92,-30.81,17.61,-250.89,316.91,-70.43
8.8,-352.13,17.61,-211.28,-13.2,57.22,-132.05,57.22,-193.67,479.77,519.38,17.61,136.45,-250.89,378.53,-52.82
66.02,-211.28,118.84,-154.05,176.06,237.68,-52.82,118.84,-193.67,638.23,677.84,118.84,176.06,-193.67,378.53,-70.43
228.88,0.0,176.06,-30.81,356.53,338.92,39.61,158.46,-92.43,677.84,739.46,237.68,176.06,-70.43,338.92,-70.43
409.35,299.31,215.68,39.61,457.76,418.15,277.3,198.07,-22.01,638.23,717.45,435.75,176.06,-22.01,356.53,-52.82
448.96,479.77,237.68,57.22,418.15,457.76,479.77,215.68,17.61,519.38,559.0,616.22,96.83,0.0,396.14,-92.43
286.1,378.53,158.46,39.61,158.46,259.69,356.53,136.45,-22.01,215.68,237.68,497.38,-52.82,-30.81,237.68,-211.28
48.42,57.22,0.0,57.22,-250.89,-110.04,8.8,-22.01,8.8,-154.05,-154.05,79.23,-250.89,-171.66,-154.05,-330.12
-92.43,-171.66,-30.81,118.84,-594.21,-431.35,-233.28,-30.81,0.0,-413.75,-391.74,-233.28,-290.5,-211.28,-550.2,-312.51
-110.04,-250.89,17.61,215.68,-633.83,-470.97,-171.66,17.61,118.84,-374.13,-374.13,-290.5,-92.43,-70.43,-594.21,-13.2
-132.05,-193.67,176.06,259.69,-470.97,-374.13,8.8,237.68,237.68,-290.5,-272.9,-92.43,198.07,118.84,-352.13,387.34
-211.28,-92.43,237.68,198.07,-250.89,-290.5,79.23,356.53,259.69,-250.89,-154.05,158.46,497.38,277.3,57.22,739.46
-211.28,-22.01,215.68,105.64,-70.43,-154.05,198.07,338.92,189.27,-92.43,0.0,435.75,589.81,268.5,616.22,827.49
-110.04,96.83,158.46,39.61,57.22,17.61,299.31,259.69,79.23,158.46,299.31,559.0,457.76,136.45,1038.77,708.65
-110.04,88.03,57.22,8.8,96.83,136.45,176.06,88.03,-13.2,325.72,396.14,356.53,228.88,8.8,1135.6,497.38
-211.28,-52.82,-110.04,-13.2,-52.82,0.0,-52.82,-110.04,-52.82,158.46,215.68,-13.2,0.0,-52.82,875.91,308.11
-290.5,-154.05,-171.66,-22.01,-281.7,-211.28,-272.9,-193.67,-30.81,-154.05,-83.63,-321.31,-22.01,-30.81,347.72,215.68
-233.28,-13.2,-83.63,39.61,-343.32,-290.5,-233.28,-61.62,-22.01,-330.12,-303.71,-352.13,17.61,8.8,-154.05,246.49
-70.43,118.84,17.61,127.65,-140.85,-70.43,-52.82,8.8,79.23,-272.9,-220.08,-140.85,88.03,0.0,-484.17,176.06
-13.2,259.69,-30.81,176.06,79.23,198.07,118.84,-92.43,79.23,-13.2,17.61,158.46,96.83,-22.01,-550.2,105.64
